Method,Attack,Claim_Type,Score
Fingerprint,Replay,Attack,0.6020149141139656
Fingerprint,Replay,Attack,0.646469141205857
Fingerprint,Replay,Attack,0.6146542158474845
Fingerprint,Replay,Attack,0.8181139561393341
Fingerprint,Replay,Attack,0.7178179580839614
Fingerprint,Replay,Attack,0.7414820110294513
Fingerprint,Replay,Attack,0.4145947797565225
Fingerprint,Replay,Attack,0.42220276927525807
Fingerprint,Replay,Attack,0.8392989289966155
Fingerprint,Replay,Attack,0.7094587688369967
Fingerprint,Replay,Attack,0.8368266590384864
Fingerprint,Replay,Attack,0.6857402523176012
Fingerprint,Replay,Attack,0.6950814770507073
Fingerprint,Replay,Attack,0.866826130000893
Fingerprint,Replay,Attack,0.6900662521268048
Fingerprint,Replay,Attack,0.709230596219089
Fingerprint,Replay,Attack,0.8209354828064852
Fingerprint,Replay,Attack,0.5645883838390776
Fingerprint,Replay,Attack,0.606275297056291
Fingerprint,Replay,Attack,0.6032224939594247
Fingerprint,Replay,Attack,0.8450149168950412
Fingerprint,Replay,Attack,0.39363389280437966
Fingerprint,Replay,Attack,0.7110038852307446
Fingerprint,Replay,Attack,0.6323983461954226
Fingerprint,Replay,Attack,0.635393816308837
Fingerprint,Replay,Attack,0.642939939855609
Fingerprint,Replay,Attack,0.5934105423895725
Fingerprint,Replay,Attack,0.8344479453777308
Fingerprint,Replay,Attack,0.8412023755586144
Fingerprint,Replay,Attack,0.6397260492355528
Fingerprint,Replay,Attack,0.5034630985471669
Fingerprint,Replay,Attack,0.7772172649942923
Fingerprint,Replay,Attack,0.8405343853621973
Fingerprint,Replay,Attack,0.660360950108928
Fingerprint,Replay,Attack,0.571299428880906
Fingerprint,Replay,Attack,0.6283326436994218
Fingerprint,Replay,Attack,0.7065541315612078
Fingerprint,Replay,Attack,0.7327611486849639
Fingerprint,Replay,Attack,0.772736006711767
Fingerprint,Replay,Attack,0.7552537382916065
Fingerprint,Replay,Attack,0.6714118630431797
Fingerprint,Replay,Attack,0.7970556616205404
Fingerprint,Replay,Attack,0.7596625452887429
Fingerprint,Replay,Attack,0.7551769973762664
Fingerprint,Replay,Attack,0.5798951446529681
Fingerprint,Replay,Attack,0.7544494233994712
Fingerprint,Replay,Attack,0.6846069135643471
Fingerprint,Replay,Attack,0.8029892483109397
Fingerprint,Replay,Attack,0.6686976247170231
Fingerprint,Replay,Attack,0.8311364820934027
Fingerprint,Replay,Attack,0.7285843698090844
Fingerprint,Replay,Attack,0.6378964541134737
Fingerprint,Replay,Attack,0.7350304118567912
Fingerprint,Replay,Attack,0.6395812890199851
Fingerprint,Replay,Attack,0.8288524147959074
Fingerprint,Replay,Attack,0.7754604399900982
Fingerprint,Replay,Attack,0.782011299576348
Fingerprint,Replay,Attack,0.4668849712906742
Fingerprint,Replay,Attack,0.6159598175058306
Fingerprint,Replay,Attack,0.7351650330360522
Fingerprint,Replay,Attack,0.8315413616803383
Fingerprint,Replay,Attack,0.6849339060718875
Fingerprint,Replay,Attack,0.6878629055878659
Fingerprint,Replay,Attack,0.7247186906213376
Fingerprint,Replay,Attack,0.6666602037838375
Fingerprint,Replay,Attack,0.7975181097340954
Fingerprint,Replay,Attack,0.8462496152312446
Fingerprint,Replay,Attack,0.5493128309729263
Fingerprint,Replay,Attack,0.717751825575705
TwinProof,Replay,Genuine,0.7355905316747826
TwinProof,Replay,Genuine,0.7496672216738968
TwinProof,Replay,Genuine,0.7252269882037654
TwinProof,Replay,Genuine,0.7082327353808918
TwinProof,Replay,Genuine,0.7923109568395279
TwinProof,Replay,Genuine,0.7984788141789678
TwinProof,Replay,Genuine,0.7446483212678601
TwinProof,Replay,Genuine,0.7002860113684484
TwinProof,Replay,Genuine,0.8680245782946993
TwinProof,Replay,Genuine,0.7977991835552807
TwinProof,Replay,Genuine,0.7026146689938123
TwinProof,Replay,Genuine,0.7487141169926219
TwinProof,Replay,Genuine,0.6420124613174871
TwinProof,Replay,Genuine,0.8133953977019484
TwinProof,Replay,Genuine,0.7306059341757704
TwinProof,Replay,Genuine,0.9898292791412713
TwinProof,Replay,Genuine,0.7963403930347565
TwinProof,Replay,Genuine,0.7572568186312679
TwinProof,Replay,Genuine,0.7003922787630606
TwinProof,Replay,Genuine,0.7968630771455788
TwinProof,Replay,Genuine,0.6659776494493264
TwinProof,Replay,Genuine,0.8096171918658153
TwinProof,Replay,Genuine,0.7540747482021871
TwinProof,Replay,Genuine,0.7440886924762831
TwinProof,Replay,Genuine,0.8655127001788234
TwinProof,Replay,Genuine,0.8663457827914792
TwinProof,Replay,Genuine,0.8489465372980897
TwinProof,Replay,Genuine,0.8762939615456293
TwinProof,Replay,Genuine,0.650120218217414
TwinProof,Replay,Genuine,0.8190266278079139
TwinProof,Replay,Genuine,0.7779861848649213
TwinProof,Replay,Genuine,0.6602048350213355
TwinProof,Replay,Genuine,0.8470784660279725
TwinProof,Replay,Genuine,0.7618521185036644
TwinProof,Replay,Genuine,0.8512129653396119
TwinProof,Replay,Genuine,0.6616773230630768
TwinProof,Replay,Genuine,0.8515539768971
TwinProof,Replay,Genuine,0.8502520779225131
TwinProof,Replay,Genuine,0.744774673530145
TwinProof,Replay,Genuine,0.8314545689408291
TwinProof,Replay,Genuine,0.6657030980986004
TwinProof,Replay,Genuine,0.8111663595073054
TwinProof,Replay,Genuine,0.6638701819385531
TwinProof,Replay,Genuine,0.8930613058653963
TwinProof,Replay,Genuine,0.8282224876219985
TwinProof,Replay,Genuine,0.788319650374418
TwinProof,Replay,Genuine,0.8093491614068912
TwinProof,Replay,Genuine,0.8287909306686956
TwinProof,Replay,Genuine,1.0
TwinProof,Replay,Genuine,0.7649045395999762
TwinProof,Replay,Genuine,0.8185024483106988
TwinProof,Replay,Genuine,0.8833852573991885
TwinProof,Replay,Genuine,0.8280257276803701
TwinProof,Replay,Genuine,0.8471645992054049
TwinProof,Replay,Genuine,0.8229225452340143
TwinProof,Replay,Genuine,0.6265157825848167
TwinProof,Replay,Genuine,0.8257632281819622
TwinProof,Replay,Genuine,0.8169423786230906
TwinProof,Replay,Genuine,0.7419185308747406
TwinProof,Replay,Genuine,0.9064864037866666
TwinProof,Replay,Genuine,0.9464486218233394
TwinProof,Replay,Genuine,0.9169001695157161
TwinProof,Replay,Genuine,0.8745619453196366
TwinProof,Replay,Genuine,0.8990150265774055
TwinProof,Replay,Genuine,0.8308534064323589
TwinProof,Replay,Genuine,0.8365848749419329
TwinProof,Replay,Genuine,0.7931062019608242
TwinProof,Replay,Genuine,0.9174085443185336
TwinProof,Replay,Genuine,0.8148563942490616
TwinProof,Replay,Genuine,0.7380145722540732
TwinProof,Replay,Genuine,0.7552105730038413
TwinProof,Replay,Genuine,0.8252298183061132
TwinProof,Replay,Genuine,0.7728605495149934
TwinProof,Replay,Genuine,0.7170738246082476
TwinProof,Replay,Genuine,0.7134450985440908
TwinProof,Replay,Genuine,0.7509254237536559
TwinProof,Replay,Genuine,0.7873582483657685
TwinProof,Replay,Genuine,0.7715002085349334
TwinProof,Replay,Genuine,0.8277128304944847
TwinProof,Replay,Genuine,0.7487730439053859
TwinProof,Replay,Genuine,0.6587099256802709
TwinProof,Replay,Genuine,0.825754816392906
TwinProof,Replay,Genuine,0.7735196216407378
TwinProof,Replay,Genuine,0.7362047376664187
TwinProof,Replay,Genuine,0.7920389374074118
TwinProof,Replay,Genuine,0.8792533545239706
TwinProof,Replay,Genuine,0.7259037392198536
TwinProof,Replay,Genuine,1.0
TwinProof,Replay,Genuine,0.793964127614868
TwinProof,Replay,Genuine,0.8328337648758595
TwinProof,Replay,Genuine,0.7470787592682246
TwinProof,Replay,Genuine,0.6645883643478675
TwinProof,Replay,Genuine,0.7868968601450985
TwinProof,Replay,Genuine,0.8425233371597476
TwinProof,Replay,Genuine,0.8479263589525337
TwinProof,Replay,Genuine,0.7834266410659723
TwinProof,Replay,Genuine,1.0
TwinProof,Replay,Genuine,0.8292421205442987
TwinProof,Replay,Genuine,0.6740987147291586
TwinProof,Replay,Genuine,0.8328203991209971
TwinProof,Replay,Genuine,0.7190020688344025
TwinProof,Replay,Genuine,0.8701938823388194
TwinProof,Replay,Genuine,0.7951183026691707
TwinProof,Replay,Genuine,0.8901171001297333
TwinProof,Replay,Genuine,0.8052604446333708
TwinProof,Replay,Genuine,0.7258149433909428
TwinProof,Replay,Genuine,0.7851473696612661
TwinProof,Replay,Genuine,0.8248978595873825
TwinProof,Replay,Genuine,0.9755733194225278
TwinProof,Replay,Genuine,0.8678617543810039
TwinProof,Replay,Genuine,0.8157988992124001
TwinProof,Replay,Genuine,0.7034552157146422
TwinProof,Replay,Genuine,0.5972424731359864
TwinProof,Replay,Genuine,0.8057401098518785
TwinProof,Replay,Genuine,0.8345263687416404
TwinProof,Replay,Genuine,0.9560948910317255
TwinProof,Replay,Genuine,0.7850821366346542
TwinProof,Replay,Genuine,0.6526351358367438
TwinProof,Replay,Genuine,0.7045352251453953
TwinProof,Replay,Genuine,0.8743599083327469
TwinProof,Replay,Genuine,0.9262009620623114
TwinProof,Replay,Genuine,0.7765051868060597
TwinProof,Replay,Genuine,0.7691636883879243
TwinProof,Replay,Genuine,0.9301092155622442
TwinProof,Replay,Genuine,0.7682871628041588
TwinProof,Replay,Genuine,1.0
TwinProof,Replay,Genuine,0.8081827107398066
TwinProof,Replay,Genuine,0.6993314083675579
TwinProof,Replay,Genuine,0.7752601307523803
TwinProof,Replay,Genuine,0.724437705681751
TwinProof,Replay,Genuine,0.6936895763828307
TwinProof,Replay,Genuine,0.8889882928272927
TwinProof,Replay,Genuine,0.8282893783721216
TwinProof,Replay,Genuine,0.7158227654022451
TwinProof,Replay,Genuine,0.6483644527130191
TwinProof,Replay,Genuine,0.728701746245086
TwinProof,Replay,Genuine,0.7070373685065986
TwinProof,Replay,Genuine,0.7522479676781211
TwinProof,Replay,Genuine,0.9744165811016348
TwinProof,Replay,Genuine,0.805344958986783
TwinProof,Replay,Genuine,0.7063202538361497
TwinProof,Replay,Genuine,0.8784555007381671
TwinProof,Replay,Genuine,0.8576243284512717
TwinProof,Replay,Genuine,0.8129298356337742
TwinProof,Replay,Genuine,0.8536485231883925
TwinProof,Replay,Genuine,0.687062886807943
TwinProof,Replay,Genuine,0.701811089348745
TwinProof,Replay,Genuine,0.794264376113484
TwinProof,Replay,Genuine,0.8344471132053548
TwinProof,Replay,Genuine,0.714591116558966
TwinProof,Replay,Genuine,1.0
TwinProof,Replay,Genuine,0.8769772923880584
TwinProof,Replay,Genuine,0.8781030993787874
TwinProof,Replay,Genuine,0.8320306117445962
TwinProof,Replay,Genuine,0.7557203060944171
TwinProof,Replay,Genuine,0.8642103427521551
TwinProof,Replay,Genuine,0.7824656312798564
TwinProof,Replay,Genuine,0.9516544172714976
TwinProof,Replay,Genuine,0.6677685647327778
TwinProof,Replay,Genuine,0.8160745864693202
TwinProof,Replay,Genuine,0.847859565813933
TwinProof,Replay,Genuine,0.7898831922007994
TwinProof,Replay,Genuine,0.8048962530406477
TwinProof,Replay,Genuine,0.9306600156865988
TwinProof,Replay,Genuine,0.7591225007682502
TwinProof,Replay,Genuine,0.9446453691037211
TwinProof,Replay,Genuine,0.8442648926871202
TwinProof,Replay,Genuine,0.6901205564014333
TwinProof,Replay,Genuine,0.831587920152029
TwinProof,Replay,Genuine,0.9536125636917533
TwinProof,Replay,Genuine,0.7763537886982017
TwinProof,Replay,Genuine,0.8398458966422581
TwinProof,Replay,Genuine,0.7511289430205894
TwinProof,Replay,Genuine,0.6343020379911563
TwinProof,Replay,Genuine,0.8260172784754021
TwinProof,Replay,Genuine,0.6440284115926399
TwinProof,Replay,Genuine,0.8883799662587907
TwinProof,Replay,Genuine,0.869092245012817
TwinProof,Replay,Genuine,0.8545031920332868
TwinProof,Replay,Genuine,0.9670564788775373
TwinProof,Replay,Genuine,0.7537943030009242
TwinProof,Replay,Genuine,0.8916010401520884
TwinProof,Replay,Genuine,0.7686971376267888
TwinProof,Replay,Genuine,0.8769212546051643
TwinProof,Replay,Genuine,0.8358235694478404
TwinProof,Replay,Genuine,0.8612668498223262
TwinProof,Replay,Genuine,0.7975000534937223
TwinProof,Replay,Genuine,0.6868825118875446
TwinProof,Replay,Genuine,0.8902422798942536
TwinProof,Replay,Genuine,0.8691839313028997
TwinProof,Replay,Genuine,0.6050386368221674
TwinProof,Replay,Genuine,0.8329243053977811
TwinProof,Replay,Genuine,0.9052658085892187
TwinProof,Replay,Genuine,0.6967513069433121
TwinProof,Replay,Genuine,0.5957547859582165
TwinProof,Replay,Genuine,0.89978332707734
TwinProof,Replay,Genuine,0.8707488380542469
TwinProof,Replay,Genuine,0.8230293211389575
TwinProof,Replay,Genuine,0.8671416541030403
TwinProof,Replay,Genuine,0.7874356272530426
TwinProof,Replay,Genuine,0.7863303925595573
TwinProof,Replay,Genuine,0.9400603166211009
TwinProof,Replay,Genuine,0.9121507484394821
TwinProof,Replay,Genuine,0.8001353962087969
TwinProof,Replay,Genuine,0.7045349993810127
TwinProof,Replay,Genuine,0.9339081111118422
TwinProof,Replay,Genuine,0.7539679073298933
TwinProof,Replay,Genuine,0.8406309428131461
TwinProof,Replay,Genuine,0.8514138235984736
TwinProof,Replay,Genuine,0.7841875284075269
TwinProof,Replay,Genuine,0.7931280491540095
TwinProof,Replay,Genuine,0.7650064212592704
TwinProof,Replay,Genuine,0.7436731721925316
TwinProof,Replay,Genuine,0.7744145702975455
TwinProof,Replay,Genuine,0.8558408278528008
TwinProof,Replay,Genuine,0.7601929484991069
TwinProof,Replay,Genuine,0.8663671956185106
TwinProof,Replay,Genuine,0.9255769617283978
TwinProof,Replay,Genuine,0.9862027095319911
TwinProof,Replay,Genuine,0.9017925020668058
TwinProof,Replay,Genuine,0.7735792662806799
TwinProof,Replay,Genuine,0.7528322649237507
TwinProof,Replay,Genuine,0.7941231504622258
TwinProof,Replay,Genuine,0.7329048624275902
TwinProof,Replay,Genuine,0.6816495483722458
TwinProof,Replay,Genuine,0.9713491748602423
TwinProof,Replay,Genuine,0.7912533270473889
TwinProof,Replay,Genuine,0.7618498762427721
TwinProof,Replay,Genuine,0.7690708470019759
TwinProof,Replay,Genuine,0.9628771557064236
TwinProof,Replay,Genuine,0.7612761741977523
TwinProof,Replay,Genuine,0.7595783977259192
TwinProof,Replay,Genuine,0.8327594381217428
TwinProof,Replay,Genuine,0.9578441224686175
TwinProof,Replay,Genuine,0.9529584287638104
TwinProof,Replay,Genuine,0.6619988854897039
TwinProof,Replay,Genuine,0.7511573216230669
TwinProof,Replay,Genuine,0.7664807641383515
TwinProof,Replay,Genuine,0.8960546226226556
TwinProof,Replay,Genuine,0.9201977020428921
TwinProof,Replay,Genuine,0.9630320931961198
TwinProof,Replay,Genuine,0.7421786568973997
TwinProof,Replay,Genuine,0.7346061802800515
TwinProof,Replay,Genuine,0.6673488873515261
TwinProof,Replay,Genuine,0.7275757957589292
TwinProof,Replay,Genuine,0.6419466407892128
TwinProof,Replay,Genuine,0.818423927656784
TwinProof,Replay,Genuine,0.894150339275134
TwinProof,Replay,Genuine,0.8419121707860763
TwinProof,Replay,Genuine,0.6945315988241828
TwinProof,Replay,Genuine,0.9333021265946844
TwinProof,Replay,Genuine,0.7100259687394096
TwinProof,Replay,Genuine,0.7961788724339857
TwinProof,Replay,Genuine,0.8719516992338668
TwinProof,Replay,Genuine,0.6685367643399247
TwinProof,Replay,Genuine,0.8470109960035697
TwinProof,Replay,Genuine,0.6058063427992723
TwinProof,Replay,Genuine,0.9837125956269632
TwinProof,Replay,Genuine,0.8928519492017523
TwinProof,Replay,Genuine,0.7908506513854273
TwinProof,Replay,Genuine,0.9416453801706933
TwinProof,Replay,Genuine,0.8914612281285803
TwinProof,Replay,Genuine,0.9459227808091327
TwinProof,Replay,Genuine,0.7110184441318906
TwinProof,Replay,Genuine,0.8032743082858402
TwinProof,Replay,Genuine,0.7229176257999894
TwinProof,Replay,Genuine,0.8453325514161389
TwinProof,Replay,Genuine,0.8493652224886228
TwinProof,Replay,Genuine,0.84166103387535
TwinProof,Replay,Genuine,0.9816665756555644
TwinProof,Replay,Genuine,0.87657737715867
TwinProof,Replay,Genuine,0.7610878614700048
TwinProof,Replay,Genuine,0.87690196732867
TwinProof,Replay,Genuine,0.7574094624810783
TwinProof,Replay,Genuine,0.7181900626125659
TwinProof,Replay,Genuine,0.7621014426394659
TwinProof,Replay,Genuine,0.8838438542112286
TwinProof,Replay,Genuine,0.8682281101890034
TwinProof,Replay,Genuine,0.8966211319330056
TwinProof,Replay,Genuine,0.8095875649222063
TwinProof,Replay,Genuine,0.822815943417075
TwinProof,Replay,Genuine,0.8576834734120402
TwinProof,Replay,Genuine,0.8329768710956155
TwinProof,Replay,Genuine,0.8356175621846264
TwinProof,Replay,Genuine,0.8292353098574434
TwinProof,Replay,Genuine,0.8575737260830335
TwinProof,Replay,Genuine,0.8440583023968231
TwinProof,Replay,Genuine,0.8510495274592776
TwinProof,Replay,Genuine,0.8134227075222147
TwinProof,Replay,Genuine,0.9224647286178849
TwinProof,Replay,Genuine,0.6971046884601327
TwinProof,Replay,Genuine,0.7309817936241021
TwinProof,Replay,Genuine,0.7327359442409307
TwinProof,Replay,Genuine,0.8296004001978236
TwinProof,Replay,Genuine,0.7235090483479368
TwinProof,Replay,Genuine,0.7601709205972258
TwinProof,Replay,Genuine,0.9331738736055274
TwinProof,Replay,Genuine,0.7372661772603957
TwinProof,Replay,Genuine,0.7362864494211956
TwinProof,Replay,Genuine,0.8262743736211421
TwinProof,Replay,Genuine,0.917465072341095
TwinProof,Replay,Genuine,0.8611197704076033
TwinProof,Replay,Genuine,0.7697252241204013
TwinProof,Replay,Genuine,0.854099744695337
TwinProof,Replay,Genuine,0.9170219722172541
TwinProof,Replay,Genuine,0.8062383710254539
TwinProof,Replay,Genuine,0.8909073382320577
TwinProof,Replay,Genuine,0.7603249605165828
TwinProof,Replay,Genuine,0.7328113748925135
TwinProof,Replay,Genuine,0.7535759426054268
TwinProof,Replay,Genuine,0.7974407412181186
TwinProof,Replay,Genuine,0.9212020360603906
TwinProof,Replay,Genuine,0.5930608048097107
TwinProof,Replay,Genuine,0.7830572802645288
TwinProof,Replay,Genuine,0.9037565710371321
TwinProof,Replay,Genuine,0.8999686258540622
TwinProof,Replay,Genuine,0.7097708818524022
TwinProof,Replay,Genuine,0.9996783694978084
TwinProof,Replay,Genuine,0.8439788436302023
TwinProof,Replay,Genuine,0.8233004765783153
TwinProof,Replay,Attack,0.6301415472059861
TwinProof,Replay,Attack,0.39814750580873703
TwinProof,Replay,Attack,0.5300115546577769
TwinProof,Replay,Attack,0.7591632296982913
TwinProof,Replay,Attack,0.3815070936639708
TwinProof,Replay,Attack,0.621915186618855
TwinProof,Replay,Attack,0.6106333840099282
TwinProof,Replay,Attack,0.6004490972180059
TwinProof,Replay,Attack,0.41501113045356974
TwinProof,Replay,Attack,0.7103739969868902
TwinProof,Replay,Attack,0.706059354630714
TwinProof,Replay,Attack,0.8399833776432332
TwinProof,Replay,Attack,0.4756348371082742
TwinProof,Replay,Attack,0.5551724583660772
TwinProof,Replay,Attack,0.7316340207997989
TwinProof,Replay,Attack,0.8994979040559568
TwinProof,Replay,Attack,0.7033396459685656
TwinProof,Replay,Attack,0.6362516067091506
TwinProof,Replay,Attack,0.3858410343258615
TwinProof,Replay,Attack,0.5208372844533631
TwinProof,Replay,Attack,0.5677897773368381
TwinProof,Replay,Attack,0.35789937570078467
TwinProof,Replay,Attack,0.4206807126463312
TwinProof,Replay,Attack,0.5352427612060241
TwinProof,Replay,Attack,0.5108894663668462
TwinProof,Replay,Attack,0.6132750258116533
TwinProof,Replay,Attack,0.31890758902695265
TwinProof,Replay,Attack,0.3311997469951638
TwinProof,Replay,Attack,0.38854712284863857
TwinProof,Replay,Attack,0.6069985391029937
TwinProof,Replay,Attack,0.8040060393261574
TwinProof,Replay,Attack,0.603616946404066
TwinProof,Replay,Attack,0.500235471844523
TwinProof,Replay,Attack,0.5295631425943692
TwinProof,Replay,Attack,0.4985379304769365
TwinProof,Replay,Attack,0.9960071423160097
TwinProof,Replay,Attack,0.4121136956499159
TwinProof,Replay,Attack,0.4774397263846957
TwinProof,Replay,Attack,0.5335957536344055
TwinProof,Replay,Attack,0.45205066736971544
TwinProof,Replay,Attack,0.525672318386488
TwinProof,Replay,Attack,0.41370300429165924
TwinProof,Replay,Attack,0.7146355273280692
TwinProof,Replay,Attack,0.4316592343023112
TwinProof,Replay,Attack,0.4338560301666622
TwinProof,Replay,Attack,0.5410815082736873
TwinProof,Replay,Attack,0.5206817478479878
TwinProof,Replay,Attack,0.5269787435127768
TwinProof,Replay,Attack,0.6048718799953248
TwinProof,Replay,Attack,0.5645255531391047
TwinProof,Replay,Attack,0.48879161391369075
TwinProof,Replay,Attack,0.6565081647554128
TwinProof,Replay,Attack,0.6188954115491138
TwinProof,Replay,Attack,0.5812057277987199
TwinProof,Replay,Attack,0.6250299365301842
TwinProof,Replay,Attack,0.4062477207899867
TwinProof,Replay,Attack,0.40974586881975916
TwinProof,Replay,Attack,0.7434222383036512
TwinProof,Replay,Attack,0.6449501242307395
TwinProof,Replay,Attack,0.4727742667366154
TwinProof,Replay,Attack,0.6254275214489955
TwinProof,Replay,Attack,0.49619005966585716
TwinProof,Replay,Attack,0.7930398421114393
TwinProof,Replay,Attack,0.8067856285866979
TwinProof,Replay,Attack,0.5927048584476102
TwinProof,Replay,Attack,0.6111234197401539
TwinProof,Replay,Attack,0.3702790152533373
TwinProof,Replay,Attack,0.5571546310446995
TwinProof,Replay,Attack,0.3289550351165571
TwinProof,Replay,Attack,0.6001670711552366
TwinProof,Replay,Attack,0.45123293177233453
TwinProof,Replay,Attack,0.3814429376893531
TwinProof,Replay,Attack,0.5290539264180497
TwinProof,Replay,Attack,0.3894817401657958
TwinProof,Replay,Attack,0.4836609224174754
TwinProof,Replay,Attack,0.446745535088814
TwinProof,Replay,Attack,0.6374862146463257
TwinProof,Replay,Attack,0.5735426530517457
TwinProof,Replay,Attack,0.46140864691530525
TwinProof,Replay,Attack,0.6800620254625516
TwinProof,Replay,Attack,0.506913465218533
TwinProof,Replay,Attack,0.698320182962878
TwinProof,Replay,Attack,0.7467248610072437
TwinProof,Replay,Attack,0.4737937414457357
TwinProof,Replay,Attack,0.6586631461151193
TwinProof,Replay,Attack,0.5825376598899163
TwinProof,Replay,Attack,0.6560987546858931
TwinProof,Replay,Attack,0.6303474851069254
TwinProof,Replay,Attack,0.5304446460825214
TwinProof,Replay,Attack,0.37014736421278605
TwinProof,Replay,Attack,0.3417941218847146
TwinProof,Replay,Attack,0.3345844521718836
TwinProof,Replay,Attack,0.5878862949710684
TwinProof,Replay,Attack,0.3937004626260098
TwinProof,Replay,Attack,0.5779645403876605
TwinProof,Replay,Attack,0.39017109753384016
TwinProof,Replay,Attack,0.6981170828568568
TwinProof,Replay,Attack,0.7012834258547478
TwinProof,Replay,Attack,0.6329331978888783
TwinProof,Replay,Attack,0.4294612314816175
TwinProof,Replay,Attack,0.644489849051556
TwinProof,Replay,Attack,0.5737095924090538
TwinProof,Replay,Attack,0.5872855985812
TwinProof,Replay,Attack,0.5531394169538292
TwinProof,Replay,Attack,0.6367506153169338
TwinProof,Replay,Attack,0.40233976928918447
TwinProof,Replay,Attack,0.37950406996318525
TwinProof,Replay,Attack,0.4025101327873075
TwinProof,Replay,Attack,0.587369891156888
TwinProof,Replay,Attack,0.6010313566000928
TwinProof,Replay,Attack,0.5026037039326217
TwinProof,Replay,Attack,0.600289593337698
TwinProof,Replay,Attack,0.41579935009089375
TwinProof,Replay,Attack,0.7281174867100618
TwinProof,Replay,Attack,0.635356752350283
TwinProof,Replay,Attack,0.41060495716458345
TwinProof,Replay,Attack,0.6626285841469228
TwinProof,Replay,Attack,0.7651757107258402
TwinProof,Replay,Attack,0.7114553495561027
TwinProof,Replay,Attack,0.6233464817635199
TwinProof,Replay,Attack,0.48470938025036575
TwinProof,Replay,Attack,0.48124604818590705
TwinProof,Replay,Attack,0.45225616005743696
TwinProof,Replay,Attack,0.7851513459931565
TwinProof,Replay,Attack,0.8720003795053264
TwinProof,Replay,Attack,0.3449449896679193
TwinProof,Replay,Attack,0.7743602421288355
TwinProof,Replay,Attack,0.5626973197363019
TwinProof,Replay,Attack,0.7528047614986351
TwinProof,Replay,Attack,0.7415313916353466
TwinProof,Replay,Attack,0.48755704291508883
TwinProof,Replay,Attack,0.4457866304735011
TwinProof,Replay,Attack,0.575249202849101
TwinProof,Replay,Attack,0.688363227636039
TwinProof,Replay,Attack,0.7173975498738187
TwinProof,Replay,Attack,0.6430873174336994
TwinProof,Replay,Attack,0.5395209805655111
TwinProof,Replay,Attack,0.41734797957273645
TwinProof,Replay,Attack,0.5183387084974724
TwinProof,Replay,Attack,0.5907996075708546
TwinProof,Replay,Attack,0.5413033460467823
TwinProof,Replay,Attack,0.6624436599977547
TwinProof,Replay,Attack,0.5285463629500496
TwinProof,Replay,Attack,0.3567612342135005
TwinProof,Replay,Attack,0.43547047287436036
TwinProof,Replay,Attack,0.4800464535750699
TwinProof,Replay,Attack,0.70656593922725
TwinProof,Replay,Attack,0.5189890419317128
TwinProof,Replay,Attack,0.5775008219982665
TwinProof,Replay,Attack,0.6282735137153573
TwinProof,Replay,Attack,0.5200900914210763
TwinProof,Replay,Attack,0.5772447621881068
TwinProof,Replay,Attack,0.7517892142947242
TwinProof,Replay,Attack,0.535300892258942
TwinProof,Replay,Attack,0.46179990579093866
TwinProof,Replay,Attack,0.4739583633680466
TwinProof,Replay,Attack,0.5291713451172335
TwinProof,Replay,Attack,0.5740423664837363
TwinProof,Replay,Attack,0.5786544976216784
TwinProof,Replay,Attack,0.6563672333009688
TwinProof,Replay,Attack,0.5491317463716551
TwinProof,Replay,Attack,0.4960779204123697
TwinProof,Replay,Attack,0.5072106369685818
TwinProof,Replay,Attack,0.6518836841824456
TwinProof,Replay,Attack,0.5891498443687037
TwinProof,Replay,Attack,0.6269965190464275
TwinProof,Replay,Attack,0.5168925195981955
TwinProof,Replay,Attack,0.40978726865199766
TwinProof,Replay,Attack,0.567336387502316
TwinProof,Replay,Attack,0.650789455528224
TwinProof,Replay,Attack,0.6965675466852999
TwinProof,Replay,Attack,0.6666433748792115
TwinProof,Replay,Attack,0.36729505612067964
TwinProof,Replay,Attack,0.6296191337497802
TwinProof,Replay,Attack,0.6439640305298037
TwinProof,Replay,Attack,0.31809584112878786
TwinProof,Replay,Attack,0.2755650680196168
TwinProof,Replay,Attack,0.16166346099187306
TwinProof,Replay,Attack,0.2980623603552036
TwinProof,Replay,Attack,0.590130417255066
TwinProof,Replay,Attack,0.6184260334933934
TwinProof,Replay,Attack,0.6381068883375542
TwinProof,Replay,Attack,0.5823136589310473
TwinProof,Replay,Attack,0.6291551620363512
TwinProof,Replay,Attack,0.4847844444332707
TwinProof,Replay,Attack,0.38070572959396043
TwinProof,Replay,Attack,0.4584876694267599
TwinProof,Replay,Attack,0.6348823419829588
TwinProof,Replay,Attack,0.615742386578757
TwinProof,Replay,Attack,0.6167468682534918
TwinProof,Replay,Attack,0.28471856071504303
TwinProof,Replay,Attack,0.6484191974466265
TwinProof,Replay,Attack,0.3483057897478776
TwinProof,Replay,Attack,0.537941886220409
TwinProof,Replay,Attack,0.34534527735627235
TwinProof,Replay,Attack,0.5200158002712518
TwinProof,Replay,Attack,0.5604403803705255
TwinProof,Replay,Attack,0.39946429401088646
TwinProof,Replay,Attack,0.6995218985568453
TwinProof,Replay,Attack,0.5156780781228086
TwinProof,Replay,Attack,0.3279904874531945
TwinProof,Replay,Attack,0.3914514787527906
TwinProof,Replay,Attack,0.49789220603240875
TwinProof,Replay,Attack,0.775092564679611
TwinProof,Replay,Attack,0.6720368318275866
